t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
54500,5.4589719999999998e-08,-3.9087960000000002e-14,-11.99647,-17.2257,14.600149999999999,-8.6296879999999996e-05,0.0054548230000000001,8.9608369999999993e-09,-8.9608369999999993e-09,11.604050000000001
55000,5.5093870000000002e-08,-4.2171019999999998e-14,-11.99634,-17.195640000000001,14.600160000000001,-9.2448089999999999e-05,0.0056454549999999997,9.211372e-09,-9.211372e-09,11.604050000000001
55500,5.559819e-08,-4.5473530000000003e-14,-11.9962,-17.165939999999999,14.60017,-9.8954990000000003e-05,0.0058405899999999997,9.4659969999999992e-09,-9.4659969999999992e-09,11.604050000000001
56000,5.610266e-08,-4.900813e-14,-11.99607,-17.136600000000001,14.60018,-0.00010582860000000001,0.0060402750000000003,9.7247170000000002e-09,-9.7247170000000002e-09,11.604050000000001
56500,5.6607289999999998e-08,-5.2787860000000002e-14,-11.99593,-17.10765,14.600199999999999,-0.0001130795,0.0062445579999999999,9.9875369999999995e-09,-9.9875369999999995e-09,11.604050000000001
57000,5.7112089999999998e-08,-5.6826129999999999e-14,-11.99578,-17.079090000000001,14.600210000000001,-0.0001207173,0.0064534839999999998,1.025446e-08,-1.025446e-08,11.604050000000001
57500,5.7617050000000002e-08,-6.1136689999999995e-14,-11.99563,-17.050940000000001,14.60022,-0.00012875129999999999,0.0066670999999999996,1.0525490000000001e-08,-1.0525490000000001e-08,11.604050000000001
58000,5.8122189999999997e-08,-6.5733609999999995e-14,-11.995480000000001,-17.02319,14.600239999999999,-0.0001371895,0.0068854500000000004,1.080063e-08,-1.080063e-08,11.604050000000001
58500,5.8627510000000003e-08,-7.0631269999999996e-14,-11.995329999999999,-16.995850000000001,14.600250000000001,-0.0001460395,0.0071085799999999998,1.107989e-08,-1.107989e-08,11.604050000000001
59000,5.9133019999999997e-08,-7.5844300000000004e-14,-11.99517,-16.96894,14.60027,-0.000155308,0.0073365339999999996,1.1363260000000001e-08,-1.1363260000000001e-08,11.604050000000001
